1,3
2,5
3,4
4,6
5,0
6,3
7,3
8,6
9,2
10,6
11,0
12,3
13,3
14,4
15,4
16,0
17,6
18,1
19,5
20,3
21,4
22,0
23,1
24,3
25,2
26,2
27,3
28,2
29,4
30,0
31,5
32,5
33,3
34,0
35,3
36,6
37,3
38,6
39,2
40,1
41,5
42,4
43,2
44,6
45,3
46,4
47,5
48,5
49,3
50,6
51,1
52,4
53,4
54,0
55,0
56,4
57,6
58,6
59,1
60,5
61,6
62,6
63,0
64,6
65,2
66,5
67,5
68,2
69,0
70,6
71,1
72,3
73,2
74,1
75,6
76,6
77,0
78,4
79,0
80,3
81,6
82,3
83,6
84,0
85,3
86,0
87,0
88,3
89,6
90,6
91,3
92,0
93,3
94,0
95,4
96,0
97,4
98,2
99,4
100,6
101,1
102,3
103,5
104,0
105,5
106,5
107,6
108,4
109,3
110,5
111,4
112,3
113,2
114,0
115,3
116,0
117,4
118,5
119,5
120,3
121,3
122,3
123,6
124,1
125,0
126,0
127,0
128,6
129,5
130,2
131,0
132,2
133,6
134,1
135,4
136,6
137,3
138,4
139,5
140,2
141,6
142,6
143,5
144,3
145,6
146,5
147,1
148,2
149,6
150,6
151,5
152,1
153,6
154,3
155,4
156,3
157,0
158,5
159,6
160,6
161,0
162,2
163,4
164,0
165,1
166,0
167,5
168,3
169,5
170,6
171,0
172,6
173,0
174,5
175,2
176,3
177,4
178,2
179,6
180,6
181,5
182,2
183,5
184,4
185,6
186,1
187,5
188,1
189,4
190,3
191,2
192,5
193,2
194,0
195,1
196,6
197,3
198,0
199,5
200,5
201,4
202,4
203,2
204,0
205,6
206,6
207,0
208,3
209,4
210,5
211,5
212,0
213,0
214,2
215,3
216,2
217,2
218,0
219,1
220,1
221,1
222,0
223,5
224,5
225,6
226,6
227,6
228,4
229,5
230,3
231,4
232,4
233,6
234,2
235,5
236,5
237,5
238,0
239,1
240,1
241,6
242,5
243,3
244,2
245,5
246,5
247,1
248,4
249,4
250,3
251,0
252,6
253,0
254,0
255,2
256,3
257,2
258,5
259,3
260,5
261,3
262,6
263,4
264,4
265,0
266,6
267,0
268,6
269,2
270,4
271,3
272,6
273,6
274,2
275,4
276,0
277,2
278,6
279,3
280,4
281,2
282,1
283,2
284,0
285,3
286,6
287,4
288,1
289,0
290,6
291,6
292,6
293,5
294,2
295,3
296,4
297,1
298,1
299,2
300,2
301,0
302,6
303,0
304,3
305,0
306,3
307,5
308,4
309,3
310,2
311,5
312,6
313,3
314,6
315,5
316,5
317,4
318,3
319,5
320,3
321,6
322,4
323,1
324,5
325,3
326,6
327,2
328,4
329,3
330,6
331,6
332,0
333,1
334,0
335,6
336,1
337,6
338,0
339,2
340,0
341,3
342,3
343,2
344,0
345,2
346,2
347,4
348,1
349,5
350,0
351,6
352,3
353,4
354,1
355,1
356,0
357,3
358,6
359,0
360,4
361,6
362,1
363,6
364,3
365,6
366,5
367,4
368,4
369,0
370,5
371,2
372,2
373,2
374,4
375,0
376,1
377,6
378,2
379,4
380,6
381,2
382,1
383,2
384,0
385,5
386,6
387,3
388,2
389,2
390,5
391,3
392,2
393,5
394,6
395,3
396,3
397,0
398,5
399,3
400,0
401,5
402,0
403,4
404,2
405,3
406,4
407,5
408,1
409,3
410,2
411,1
412,2
413,6
414,6
415,6
416,1
417,2
418,5
419,5
420,6
421,4
422,0
423,1
424,4
425,6
426,3
427,0
428,6
429,3
430,2
431,3
432,6
433,4
434,4
435,1
436,1
437,3
438,6
439,2
440,0
441,5
442,2
443,6
444,6
445,6
446,5
447,6
448,6
449,6
450,0
451,0
452,4
453,3
454,5
455,5
456,3
457,6
458,4
459,5
460,4
461,1
462,5
463,2
464,5
465,6
466,6
467,4
468,2
469,0
470,6
471,2
472,6
473,6
474,6
475,5
476,0
477,0
478,5
479,6
480,1
481,6
482,4
483,6
484,0
485,3
486,6
487,6
488,3
489,3
490,6
491,0
492,5
493,0
494,1
495,4
496,1
497,6
498,6
499,5
500,1
501,1
502,4
503,1
504,4
505,0
506,3
507,0
508,6
509,0
510,3
511,6
512,3
513,6
514,6
515,6
516,5
517,0
518,4
519,5
520,6
521,6
522,5
523,5
524,0
525,6
526,4
527,3
528,0
529,6
530,1
531,5
532,5
533,4
534,6
535,6
536,0
537,5
538,1
539,4
540,4
541,5
542,3
543,3
544,2
545,3
546,4
547,4
548,2
549,5
550,3
551,0
552,5
553,2
554,3
555,6
556,6
557,1
558,2
559,4
560,3
561,0
562,3
563,1
564,6
565,0
566,3
567,1
568,4
569,0
570,6
571,4
572,0
573,4
574,6
575,3
576,5
577,6
578,6
579,6
580,0
581,6
582,2
583,6
584,4
585,5
586,6
587,6
588,5
589,6
590,6
591,4
592,0
593,2
594,1
595,5
596,6
597,5
598,5
599,6
600,1
601,5
602,3
603,3
604,3
605,5
606,3
607,4
608,4
609,2
610,3
611,5
612,4
613,3
614,6
615,2
616,1
617,6
618,3
619,5
620,3
621,2
622,6
623,5
624,4
625,1
626,3
627,3
628,6
629,3
630,6
631,1
632,2
633,3
634,0
635,1
636,3
637,1
638,6
639,0
640,0
